query_id,query
query_101,"Recipe request (Quick Bread Recipes): Please suggest a air fryer recipe featuring biscuits. Dietary restrictions/allergies: tree-nut allergy, vegan. Make it serve 5 people. Total time must be under 1 hour 20 minutes. Include approximate calories per serving. Include a make-ahead tip. Provide metric and imperial measurements."
query_102,"Recipe request (Fruits and Vegetables): Please suggest a stovetop recipe featuring stuffed squash. Dietary restrictions/allergies: vegetarian, no garlic. Make it serve 8 people. Total time must be under 1 hour 50 minutes. Use an Instant Pot if it helps (still under the time limit). Include approximate calories per serving. Include suggested side pairings."
query_103,Recipe request (BBQ & Grilling): Please suggest a grill recipe featuring bbq tofu. Dietary restrictions/allergies: no onions. Make it serve 6 people. Total time must be under 2 hours 30 minutes. Include approximate calories per serving. Use pantry staples where possible. Add a short explanation of why each key step matters.
query_104,"Recipe request (Fruits and Vegetables): Please suggest a oven-baked recipe featuring eggplant. Dietary restrictions/allergies: shellfish allergy, dairy-free. Make it serve 5 people. Total time must be under 1 hour 40 minutes. Use pantry staples where possible. Include a short shopping list. Include a timeline (prep vs cook time)."
query_105,"Recipe request (Everyday Cooking): Please suggest a oven-baked recipe featuring skillet meal. Make it serve 5 people. Total time must be under 2 hours. Use no more than 10 ingredients (excluding salt, pepper, oil). Include a make-ahead tip. Add a short explanation of why each key step matters."
query_106,"Recipe request (Breakfast and Brunch): Please suggest a stovetop recipe featuring frittata. Dietary restrictions/allergies: keto-friendly, peanut allergy. Make it serve 3 people. Total time must be under 1 hour 45 minutes. Ensure it reheats well for leftovers. Make it kid-friendly. Include suggested side pairings."
query_107,Recipe request (Sauces and Condiments): Please suggest a oven-baked recipe featuring peanut sauce. Make it serve 10 people. Total time must be under 2 hours. Provide substitutions for any uncommon ingredients. Make it one-pan to minimize cleanup. Include a timeline (prep vs cook time).
query_108,"Recipe request (Cuisine): Please suggest a slow-cooker (but keep under the time limit) recipe featuring Thai-inspired. Dietary restrictions/allergies: peanut allergy, low-carb. Make it serve 8 people. Total time must be under 1 hour 10 minutes. Use pantry staples where possible. Make it kid-friendly. Provide metric and imperial measurements."
query_109,Recipe request (Soup Recipes): Please suggest a one-pot recipe featuring pumpkin soup. Dietary restrictions/allergies: shellfish allergy. Make it serve 10 people. Total time must be under 35 minutes. Avoid deep frying. Ensure it reheats well for leftovers. Include a timeline (prep vs cook time).
query_110,"Recipe request (Side Dish): Please suggest a air fryer recipe featuring buttered greens. Dietary restrictions/allergies: low-sodium, lactose intolerant. Make it serve 6 people. Total time must be under 45 minutes. Use no more than 10 ingredients (excluding salt, pepper, oil). Provide substitutions for any uncommon ingredients. Include suggested side pairings."
query_111,Recipe request (BBQ & Grilling): Please suggest a one-pot recipe featuring charred corn. Dietary restrictions/allergies: no garlic. Make it serve 10 people. Total time must be under 1 hour 20 minutes. Include a short shopping list. Keep it budget-friendly. Include suggested side pairings.
query_112,"Recipe request (BBQ & Grilling): Please suggest a grill recipe featuring bbq tofu. Dietary restrictions/allergies: no red meat, dairy-free. Make it serve 6 people. Total time must be under 30 minutes. Use an Instant Pot if it helps (still under the time limit). Include approximate calories per serving. Give clear step-by-step instructions."
query_113,Recipe request (Cuisine): Please suggest a sheet-pan recipe featuring Indian-style. Dietary restrictions/allergies: low-carb. Make it serve 3 people. Total time must be under 25 minutes. Avoid deep frying. Make it one-pan to minimize cleanup. Include suggested side pairings.
query_114,"Recipe request (Bread): Please suggest a sheet-pan recipe featuring naan. Dietary restrictions/allergies: no onions, no spicy food. Make it serve 12 people. Total time must be under 1 hour 20 minutes. Include approximate calories per serving. Use an Instant Pot if it helps (still under the time limit). Give clear step-by-step instructions."
query_115,"Recipe request (Soups, Stews and Chili Recipes): Please suggest a oven-baked recipe featuring beef chili. Dietary restrictions/allergies: no pork. Make it serve 5 people. Total time must be under 50 minutes. Include a make-ahead tip. Include a short shopping list. Give clear step-by-step instructions."
query_116,Recipe request (Salad): Please suggest a one-pot recipe featuring chicken Caesar. Make it serve 5 people. Total time must be under 15 minutes. Use pantry staples where possible. Make it kid-friendly. Provide metric and imperial measurements.
query_117,Recipe request (Meat and Poultry): Please suggest a oven-baked recipe featuring beef tacos. Dietary restrictions/allergies: no garlic. Make it serve 4 people. Total time must be under 1 hour 50 minutes. Keep it budget-friendly. Ensure it reheats well for leftovers. Add a short explanation of why each key step matters.
query_118,Recipe request (Bread): Please suggest a sheet-pan recipe featuring rye bread. Dietary restrictions/allergies: shellfish allergy. Make it serve 8 people. Total time must be under 2 hours 30 minutes. Make it one-pan to minimize cleanup. Keep it budget-friendly. Add a short explanation of why each key step matters.
query_119,Recipe request (Salad): Please suggest a slow-cooker (but keep under the time limit) recipe featuring warm salad. Dietary restrictions/allergies: heart-healthy. Make it serve 10 people. Total time must be under 55 minutes. Include approximate calories per serving. Make it kid-friendly. Include a timeline (prep vs cook time).
query_120,Recipe request (Desserts): Please suggest a air fryer recipe featuring chocolate mousse. Dietary restrictions/allergies: no pork. Make it serve 6 people. Total time must be under 2 hours 15 minutes. Ensure it reheats well for leftovers. Make it kid-friendly. Include suggested side pairings.
query_121,Recipe request (Holidays and Events Recipes): Please suggest a air fryer recipe featuring holiday brunch. Make it serve 10 people. Total time must be under 30 minutes. Make it one-pan to minimize cleanup. Avoid deep frying. Include a timeline (prep vs cook time).
query_122,Recipe request (Holidays and Events Recipes): Please suggest a slow-cooker (but keep under the time limit) recipe featuring family gathering. Dietary restrictions/allergies: lactose intolerant. Make it serve 1 people. Total time must be under 1 hour 20 minutes. Include a short shopping list. Use pantry staples where possible. Include a timeline (prep vs cook time).
query_123,"Recipe request (Sauces and Condiments): Please suggest a sheet-pan recipe featuring salsa verde. Dietary restrictions/allergies: low-sodium, no onions. Make it serve 4 people. Total time must be under 2 hours 30 minutes. Provide substitutions for any uncommon ingredients. Make it one-pan to minimize cleanup. Provide metric and imperial measurements."
query_124,Recipe request (Cuisine): Please suggest a stovetop recipe featuring Mediterranean. Dietary restrictions/allergies: vegan. Make it serve 1 people. Total time must be under 1 hour. Make it one-pan to minimize cleanup. Avoid deep frying. Add a short explanation of why each key step matters.
query_125,Recipe request (Bread): Please suggest a slow-cooker (but keep under the time limit) recipe featuring naan. Make it serve 8 people. Total time must be under 40 minutes. Use an Instant Pot if it helps (still under the time limit). Avoid deep frying. Include a timeline (prep vs cook time).
query_126,Recipe request (Seafood): Please suggest a sheet-pan recipe featuring fish curry. Dietary restrictions/allergies: heart-healthy. Make it serve 3 people. Total time must be under 55 minutes. Make it kid-friendly. Avoid deep frying. Give clear step-by-step instructions.
query_127,"Recipe request (Salad): Please suggest a oven-baked recipe featuring grain salad. Dietary restrictions/allergies: heart-healthy, tree-nut allergy. Make it serve 4 people. Total time must be under 1 hour 20 minutes. Avoid deep frying. Include a make-ahead tip. Include suggested side pairings."
query_128,Recipe request (Appetizers and Snacks): Please suggest a grill recipe featuring cheese platter. Dietary restrictions/allergies: mild spice only. Make it serve 2 people. Total time must be under 1 hour 40 minutes. Include a short shopping list. Make it kid-friendly. Include a timeline (prep vs cook time).
query_129,Recipe request (Mexican): Please suggest a slow-cooker (but keep under the time limit) recipe featuring burrito bowl. Dietary restrictions/allergies: no mushrooms. Make it serve 2 people. Total time must be under 50 minutes. Use an Instant Pot if it helps (still under the time limit). Avoid deep frying. Include a timeline (prep vs cook time).
query_130,Recipe request (Everyday Cooking): Please suggest a stovetop recipe featuring skillet meal. Dietary restrictions/allergies: dairy-free. Make it serve 10 people. Total time must be under 1 hour. Keep it budget-friendly. Use pantry staples where possible. Give clear step-by-step instructions.
query_131,"Recipe request (Holidays and Events Recipes): Please suggest a stovetop recipe featuring birthday. Dietary restrictions/allergies: nut-free, no seafood. Make it serve 2 people. Total time must be under 50 minutes. Include approximate calories per serving. Avoid deep frying. Include a timeline (prep vs cook time)."
query_132,Recipe request (Quick Bread Recipes): Please suggest a one-pot recipe featuring pumpkin bread. Dietary restrictions/allergies: high-fiber. Make it serve 3 people. Total time must be under 1 hour 30 minutes. Include approximate calories per serving. Make it one-pan to minimize cleanup. Include suggested side pairings.
query_133,Recipe request (Fruits and Vegetables): Please suggest a one-pot recipe featuring roasted cauliflower. Dietary restrictions/allergies: low-sodium. Make it serve 6 people. Total time must be under 45 minutes. Avoid deep frying. Include a make-ahead tip. Provide metric and imperial measurements.
query_134,Recipe request (Side Dish): Please suggest a slow-cooker (but keep under the time limit) recipe featuring quinoa. Dietary restrictions/allergies: dairy-free. Make it serve 1 people. Total time must be under 1 hour 20 minutes. Include approximate calories per serving. Include a make-ahead tip. Add a short explanation of why each key step matters.
query_135,"Recipe request (Soups, Stews and Chili Recipes): Please suggest a stovetop recipe featuring beef chili. Dietary restrictions/allergies: heart-healthy, lactose intolerant. Make it serve 6 people. Total time must be under 50 minutes. Provide substitutions for any uncommon ingredients. Include a make-ahead tip. Include a timeline (prep vs cook time)."
query_136,Recipe request (Drinks Recipes): Please suggest a oven-baked recipe featuring latte. Dietary restrictions/allergies: heart-healthy. Make it serve 4 people. Total time must be under 1 hour 10 minutes. Make it one-pan to minimize cleanup. Use pantry staples where possible. Provide metric and imperial measurements.
query_137,Recipe request (Cuisine): Please suggest a grill recipe featuring Italian-style. Make it serve 5 people. Total time must be under 40 minutes. Use pantry staples where possible. Keep it budget-friendly. Give clear step-by-step instructions.
query_138,Recipe request (Meat and Poultry): Please suggest a grill recipe featuring chicken thighs. Make it serve 6 people. Total time must be under 15 minutes. Use pantry staples where possible. Keep it budget-friendly. Include suggested side pairings.
query_139,Recipe request (Seafood): Please suggest a one-pot recipe featuring shrimp scampi. Dietary restrictions/allergies: kosher. Make it serve 2 people. Total time must be under 1 hour 45 minutes. Use an Instant Pot if it helps (still under the time limit). Make it one-pan to minimize cleanup. Give clear step-by-step instructions.
query_140,Recipe request (Salad): Please suggest a oven-baked recipe featuring chopped salad. Dietary restrictions/allergies: no onions. Make it serve 1 people. Total time must be under 1 hour 50 minutes. Use pantry staples where possible. Ensure it reheats well for leftovers. Include suggested side pairings.
query_141,Recipe request (Mexican): Please suggest a one-pot recipe featuring pozole. Dietary restrictions/allergies: no red meat. Make it serve 2 people. Total time must be under 1 hour 45 minutes. Include a make-ahead tip. Ensure it reheats well for leftovers. Provide metric and imperial measurements.
query_142,"Recipe request (Soups, Stews and Chili Recipes): Please suggest a stovetop recipe featuring vegetarian chili. Dietary restrictions/allergies: lactose intolerant. Make it serve 3 people. Total time must be under 55 minutes. Use an Instant Pot if it helps (still under the time limit). Avoid deep frying. Include suggested side pairings."
query_143,"Recipe request (Soups, Stews and Chili Recipes): Please suggest a slow-cooker (but keep under the time limit) recipe featuring seafood chowder. Dietary restrictions/allergies: dairy-free. Make it serve 10 people. Total time must be under 1 hour 50 minutes. Ensure it reheats well for leftovers. Include a make-ahead tip. Include a timeline (prep vs cook time)."
query_144,"Recipe request (Drinks Recipes): Please suggest a air fryer recipe featuring hot cocoa. Dietary restrictions/allergies: no red meat. Make it serve 4 people. Total time must be under 1 hour 30 minutes. Use no more than 10 ingredients (excluding salt, pepper, oil). Ensure it reheats well for leftovers. Give clear step-by-step instructions."
query_145,"Recipe request (Main Dishes): Please suggest a slow-cooker (but keep under the time limit) recipe featuring beef stew. Dietary restrictions/allergies: no garlic, shellfish allergy. Make it serve 5 people. Total time must be under 1 hour 15 minutes. Include a make-ahead tip. Ensure it reheats well for leftovers. Give clear step-by-step instructions."
query_146,Recipe request (Bread): Please suggest a stovetop recipe featuring baguette. Dietary restrictions/allergies: lactose intolerant. Make it serve 6 people. Total time must be under 35 minutes. Use an Instant Pot if it helps (still under the time limit). Ensure it reheats well for leftovers. Provide metric and imperial measurements.
query_147,"Recipe request (Breakfast and Brunch): Please suggest a slow-cooker (but keep under the time limit) recipe featuring frittata. Dietary restrictions/allergies: no mushrooms, keto-friendly. Make it serve 8 people. Total time must be under 20 minutes. Avoid deep frying. Include a make-ahead tip. Include a timeline (prep vs cook time)."
query_148,"Recipe request (Seafood): Please suggest a oven-baked recipe featuring salmon tacos. Dietary restrictions/allergies: kosher, tree-nut allergy. Make it serve 10 people. Total time must be under 50 minutes. Avoid deep frying. Include a make-ahead tip. Provide metric and imperial measurements."
query_149,"Recipe request (Soup Recipes): Please suggest a sheet-pan recipe featuring chicken noodle. Dietary restrictions/allergies: high-fiber, no mushrooms. Make it serve 8 people. Total time must be under 2 hours. Make it one-pan to minimize cleanup. Include a short shopping list. Include a timeline (prep vs cook time)."
query_150,Recipe request (Appetizers and Snacks): Please suggest a one-pot recipe featuring spring rolls. Make it serve 5 people. Total time must be under 15 minutes. Ensure it reheats well for leftovers. Make it kid-friendly. Provide metric and imperial measurements.
query_151,Recipe request (Meat and Poultry): Please suggest a oven-baked recipe featuring turkey meatballs. Dietary restrictions/allergies: gluten-free. Make it serve 3 people. Total time must be under 2 hours 15 minutes. Keep it budget-friendly. Include a short shopping list. Give clear step-by-step instructions.
query_152,Recipe request (Bread): Please suggest a grill recipe featuring sourdough. Dietary restrictions/allergies: halal. Make it serve 4 people. Total time must be under 1 hour 20 minutes. Keep it budget-friendly. Avoid deep frying. Provide metric and imperial measurements.
query_153,Recipe request (Main Dishes): Please suggest a grill recipe featuring tofu stir-fry. Make it serve 2 people. Total time must be under 20 minutes. Make it one-pan to minimize cleanup. Use pantry staples where possible. Give clear step-by-step instructions.
query_154,Recipe request (Fruits and Vegetables): Please suggest a one-pot recipe featuring braised greens. Dietary restrictions/allergies: no pork. Make it serve 8 people. Total time must be under 1 hour 45 minutes. Make it kid-friendly. Provide substitutions for any uncommon ingredients. Include a timeline (prep vs cook time).
query_155,Recipe request (Breakfast and Brunch): Please suggest a air fryer recipe featuring pancakes. Dietary restrictions/allergies: lactose intolerant. Make it serve 2 people. Total time must be under 1 hour. Include approximate calories per serving. Use an Instant Pot if it helps (still under the time limit). Provide metric and imperial measurements.
query_156,Recipe request (BBQ & Grilling): Please suggest a air fryer recipe featuring bbq tofu. Make it serve 1 people. Total time must be under 15 minutes. Provide substitutions for any uncommon ingredients. Keep it budget-friendly. Provide metric and imperial measurements.
query_157,"Recipe request (Holidays and Events Recipes): Please suggest a stovetop recipe featuring potluck. Dietary restrictions/allergies: egg-free. Make it serve 1 people. Total time must be under 1 hour 45 minutes. Keep it budget-friendly. Use no more than 10 ingredients (excluding salt, pepper, oil). Include a timeline (prep vs cook time)."
query_158,"Recipe request (Everyday Cooking): Please suggest a grill recipe featuring casserole. Dietary restrictions/allergies: mild spice only. Make it serve 6 people. Total time must be under 25 minutes. Use pantry staples where possible. Use no more than 10 ingredients (excluding salt, pepper, oil). Give clear step-by-step instructions."
query_159,Recipe request (Salad): Please suggest a sheet-pan recipe featuring grain salad. Dietary restrictions/allergies: no seafood. Make it serve 6 people. Total time must be under 2 hours 15 minutes. Ensure it reheats well for leftovers. Include a short shopping list. Include suggested side pairings.
query_160,Recipe request (Holidays and Events Recipes): Please suggest a air fryer recipe featuring game-day. Make it serve 1 people. Total time must be under 1 hour 10 minutes. Make it one-pan to minimize cleanup. Include approximate calories per serving. Provide metric and imperial measurements.
query_161,Recipe request (Bread): Please suggest a sheet-pan recipe featuring baguette. Dietary restrictions/allergies: no seafood. Make it serve 2 people. Total time must be under 50 minutes. Use an Instant Pot if it helps (still under the time limit). Include a make-ahead tip. Include suggested side pairings.
query_162,Recipe request (Holidays and Events Recipes): Please suggest a slow-cooker (but keep under the time limit) recipe featuring family gathering. Dietary restrictions/allergies: gluten-free. Make it serve 4 people. Total time must be under 1 hour 10 minutes. Use an Instant Pot if it helps (still under the time limit). Include a short shopping list. Give clear step-by-step instructions.
query_163,Recipe request (Seafood): Please suggest a oven-baked recipe featuring seafood stew. Dietary restrictions/allergies: high-fiber. Make it serve 6 people. Total time must be under 1 hour 15 minutes. Include a short shopping list. Keep it budget-friendly. Add a short explanation of why each key step matters.
query_164,Recipe request (Breakfast and Brunch): Please suggest a slow-cooker (but keep under the time limit) recipe featuring oatmeal. Dietary restrictions/allergies: high-protein. Make it serve 4 people. Total time must be under 40 minutes. Include a short shopping list. Include a make-ahead tip. Add a short explanation of why each key step matters.
query_165,Recipe request (Sauces and Condiments): Please suggest a sheet-pan recipe featuring peanut sauce. Dietary restrictions/allergies: no mushrooms. Make it serve 10 people. Total time must be under 2 hours 15 minutes. Avoid deep frying. Include a short shopping list. Provide metric and imperial measurements.
query_166,Recipe request (Cuisine): Please suggest a stovetop recipe featuring Indian-style. Dietary restrictions/allergies: heart-healthy. Make it serve 10 people. Total time must be under 1 hour 40 minutes. Make it kid-friendly. Make it one-pan to minimize cleanup. Give clear step-by-step instructions.
query_167,Recipe request (Meat and Poultry): Please suggest a stovetop recipe featuring duck breast. Dietary restrictions/allergies: no red meat. Make it serve 5 people. Total time must be under 1 hour 40 minutes. Make it kid-friendly. Include a make-ahead tip. Give clear step-by-step instructions.
query_168,"Recipe request (Soups, Stews and Chili Recipes): Please suggest a grill recipe featuring seafood chowder. Dietary restrictions/allergies: heart-healthy. Make it serve 8 people. Total time must be under 1 hour 40 minutes. Ensure it reheats well for leftovers. Use pantry staples where possible. Include suggested side pairings."
query_169,Recipe request (Soup Recipes): Please suggest a oven-baked recipe featuring minestrone. Dietary restrictions/allergies: nut-free. Make it serve 6 people. Total time must be under 2 hours 30 minutes. Use pantry staples where possible. Include approximate calories per serving. Give clear step-by-step instructions.
query_170,Recipe request (Main Dishes): Please suggest a stovetop recipe featuring pasta primavera. Make it serve 12 people. Total time must be under 2 hours 45 minutes. Provide substitutions for any uncommon ingredients. Include approximate calories per serving. Include suggested side pairings.
query_171,"Recipe request (Seafood): Please suggest a grill recipe featuring seafood stew. Dietary restrictions/allergies: keto-friendly. Make it serve 3 people. Total time must be under 1 hour 15 minutes. Use no more than 10 ingredients (excluding salt, pepper, oil). Ensure it reheats well for leftovers. Provide metric and imperial measurements."
query_172,"Recipe request (Soups, Stews and Chili Recipes): Please suggest a sheet-pan recipe featuring beef chili. Dietary restrictions/allergies: tree-nut allergy. Make it serve 6 people. Total time must be under 25 minutes. Include a short shopping list. Use no more than 10 ingredients (excluding salt, pepper, oil). Provide metric and imperial measurements."
query_173,Recipe request (Fruits and Vegetables): Please suggest a sheet-pan recipe featuring rainbow slaw. Make it serve 3 people. Total time must be under 1 hour 10 minutes. Include a short shopping list. Keep it budget-friendly. Provide metric and imperial measurements.
query_174,Recipe request (Holidays and Events Recipes): Please suggest a one-pot recipe featuring family gathering. Dietary restrictions/allergies: gluten-free. Make it serve 8 people. Total time must be under 35 minutes. Make it kid-friendly. Use an Instant Pot if it helps (still under the time limit). Include suggested side pairings.
query_175,Recipe request (Main Dishes): Please suggest a one-pot recipe featuring lentil curry. Dietary restrictions/allergies: no pork. Make it serve 12 people. Total time must be under 25 minutes. Use an Instant Pot if it helps (still under the time limit). Avoid deep frying. Give clear step-by-step instructions.
query_176,"Recipe request (Meat and Poultry): Please suggest a oven-baked recipe featuring pork tenderloin. Dietary restrictions/allergies: shellfish allergy, soy-free. Make it serve 4 people. Total time must be under 1 hour 10 minutes. Provide substitutions for any uncommon ingredients. Keep it budget-friendly. Add a short explanation of why each key step matters."
query_177,Recipe request (Bread): Please suggest a sheet-pan recipe featuring naan. Dietary restrictions/allergies: high-fiber. Make it serve 2 people. Total time must be under 1 hour 50 minutes. Ensure it reheats well for leftovers. Use an Instant Pot if it helps (still under the time limit). Give clear step-by-step instructions.
query_178,Recipe request (Main Dishes): Please suggest a oven-baked recipe featuring tofu stir-fry. Make it serve 8 people. Total time must be under 35 minutes. Ensure it reheats well for leftovers. Make it one-pan to minimize cleanup. Add a short explanation of why each key step matters.
query_179,"Recipe request (Salad): Please suggest a air fryer recipe featuring grain salad. Dietary restrictions/allergies: no mushrooms, keto-friendly. Make it serve 6 people. Total time must be under 50 minutes. Ensure it reheats well for leftovers. Include approximate calories per serving. Add a short explanation of why each key step matters."
query_180,Recipe request (Side Dish): Please suggest a slow-cooker (but keep under the time limit) recipe featuring roasted carrots. Dietary restrictions/allergies: lactose intolerant. Make it serve 10 people. Total time must be under 45 minutes. Include approximate calories per serving. Ensure it reheats well for leftovers. Provide metric and imperial measurements.
query_181,"Recipe request (Mexican): Please suggest a grill recipe featuring fajitas. Dietary restrictions/allergies: heart-healthy, no mushrooms. Make it serve 8 people. Total time must be under 40 minutes. Keep it budget-friendly. Make it kid-friendly. Give clear step-by-step instructions."
query_182,"Recipe request (Sauces and Condiments): Please suggest a grill recipe featuring salsa verde. Dietary restrictions/allergies: keto-friendly, gluten-free. Make it serve 2 people. Total time must be under 1 hour 50 minutes. Keep it budget-friendly. Make it kid-friendly. Include suggested side pairings."
query_183,"Recipe request (Seafood): Please suggest a sheet-pan recipe featuring salmon tacos. Dietary restrictions/allergies: low-sodium, high-fiber. Make it serve 8 people. Total time must be under 25 minutes. Include approximate calories per serving. Avoid deep frying. Give clear step-by-step instructions."
query_184,Recipe request (Quick Bread Recipes): Please suggest a air fryer recipe featuring banana bread. Make it serve 12 people. Total time must be under 1 hour 15 minutes. Include a make-ahead tip. Avoid deep frying. Add a short explanation of why each key step matters.
query_185,Recipe request (Appetizers and Snacks): Please suggest a stovetop recipe featuring cheese platter. Make it serve 6 people. Total time must be under 35 minutes. Make it kid-friendly. Include approximate calories per serving. Add a short explanation of why each key step matters.
query_186,Recipe request (Sauces and Condiments): Please suggest a grill recipe featuring peanut sauce. Make it serve 1 people. Total time must be under 25 minutes. Provide substitutions for any uncommon ingredients. Keep it budget-friendly. Include a timeline (prep vs cook time).
query_187,"Recipe request (Soups, Stews and Chili Recipes): Please suggest a air fryer recipe featuring seafood chowder. Make it serve 2 people. Total time must be under 1 hour. Include a make-ahead tip. Use pantry staples where possible. Add a short explanation of why each key step matters."
query_188,Recipe request (Quick Bread Recipes): Please suggest a sheet-pan recipe featuring biscuits. Make it serve 10 people. Total time must be under 25 minutes. Include approximate calories per serving. Make it one-pan to minimize cleanup. Include a timeline (prep vs cook time).
query_189,Recipe request (Appetizers and Snacks): Please suggest a grill recipe featuring bruschetta. Dietary restrictions/allergies: vegetarian. Make it serve 4 people. Total time must be under 35 minutes. Make it one-pan to minimize cleanup. Avoid deep frying. Add a short explanation of why each key step matters.
query_190,"Recipe request (Soup Recipes): Please suggest a oven-baked recipe featuring lentil soup. Dietary restrictions/allergies: gluten-free, peanut allergy. Make it serve 2 people. Total time must be under 1 hour 50 minutes. Use an Instant Pot if it helps (still under the time limit). Ensure it reheats well for leftovers. Include a timeline (prep vs cook time)."
query_191,Recipe request (Side Dish): Please suggest a air fryer recipe featuring garlic potatoes. Dietary restrictions/allergies: kosher. Make it serve 10 people. Total time must be under 20 minutes. Make it kid-friendly. Use pantry staples where possible. Provide metric and imperial measurements.
query_192,Recipe request (Bread): Please suggest a oven-baked recipe featuring naan. Dietary restrictions/allergies: halal. Make it serve 2 people. Total time must be under 2 hours 15 minutes. Keep it budget-friendly. Use pantry staples where possible. Provide metric and imperial measurements.
query_193,"Recipe request (Side Dish): Please suggest a sheet-pan recipe featuring rice pilaf. Dietary restrictions/allergies: shellfish allergy, no onions. Make it serve 3 people. Total time must be under 1 hour 40 minutes. Keep it budget-friendly. Ensure it reheats well for leftovers. Give clear step-by-step instructions."
query_194,Recipe request (Salad): Please suggest a slow-cooker (but keep under the time limit) recipe featuring grain salad. Dietary restrictions/allergies: vegan. Make it serve 4 people. Total time must be under 20 minutes. Avoid deep frying. Make it kid-friendly. Include a timeline (prep vs cook time).
query_195,Recipe request (Mexican): Please suggest a air fryer recipe featuring fajitas. Dietary restrictions/allergies: soy-free. Make it serve 5 people. Total time must be under 20 minutes. Make it kid-friendly. Avoid deep frying. Give clear step-by-step instructions.
query_196,"Recipe request (Main Dishes): Please suggest a stovetop recipe featuring salmon bake. Dietary restrictions/allergies: mild spice only, no red meat. Make it serve 6 people. Total time must be under 1 hour 30 minutes. Use no more than 10 ingredients (excluding salt, pepper, oil). Avoid deep frying. Add a short explanation of why each key step matters."
query_197,"Recipe request (Sauces and Condiments): Please suggest a air fryer recipe featuring tomato chutney. Dietary restrictions/allergies: gluten-free. Make it serve 6 people. Total time must be under 1 hour 50 minutes. Ensure it reheats well for leftovers. Use no more than 10 ingredients (excluding salt, pepper, oil). Give clear step-by-step instructions."
query_198,Recipe request (Quick Bread Recipes): Please suggest a sheet-pan recipe featuring pumpkin bread. Dietary restrictions/allergies: dairy-free. Make it serve 3 people. Total time must be under 2 hours. Include a make-ahead tip. Avoid deep frying. Provide metric and imperial measurements.
query_199,Recipe request (Holidays and Events Recipes): Please suggest a grill recipe featuring birthday. Dietary restrictions/allergies: kosher. Make it serve 8 people. Total time must be under 40 minutes. Include approximate calories per serving. Use pantry staples where possible. Provide metric and imperial measurements.
query_200,"Recipe request (Soups, Stews and Chili Recipes): Please suggest a slow-cooker (but keep under the time limit) recipe featuring white bean stew. Dietary restrictions/allergies: no seafood. Make it serve 1 people. Total time must be under 25 minutes. Avoid deep frying. Use an Instant Pot if it helps (still under the time limit). Add a short explanation of why each key step matters."
